Holder,Shares,Date Reported,% Out,Value,ABV
Exor Capital LLP,78347333,2021-09-29,0.044800000000000006,162962452,VEON
Morgan Stanley,56943201,2021-09-29,0.0326,118441858,VEON
TT International Asset Management LTD,44909895,2021-09-29,0.025699999999999997,93412581,VEON
Shah Capital Management,16738323,2021-09-29,0.0096,34815711,VEON
Acadian Asset Management. LLC,15608048,2021-09-29,0.0089,32464739,VEON
Bnp Paribas Asset Management Holding S.a.,15480226,2021-09-29,0.0089,32198870,VEON
"Wellington Management Group, LLP",13903861,2021-09-29,0.0079,28920030,VEON
Pictet Asset Management SA,13845580,2021-09-29,0.0079,28798806,VEON
"Two Sigma Advisers, LP",13420000,2021-09-29,0.0077,27913600,VEON
"Two Sigma Investments, LP",11421657,2021-09-29,0.006500000000000001,23757046,VEON
