Holder,Shares,Date Reported,% Out,Value,ABV
Naya Capital Management Uk Ltd,3621940,2021-09-29,0.1211,35893425,BTNB
"Falcon Edge Capital, LP",2685230,2021-09-29,0.0898,26610629,BTNB
683 Capital Management LLC,950000,2021-09-29,0.0318,9414500,BTNB
Healthcare of Ontario Pension Plan Trust Fund,691158,2021-09-29,0.0231,6849375,BTNB
Millennium Management LLC,604691,2021-09-29,0.0202,5992487,BTNB
Weiss Asset Management LP,575365,2021-09-29,0.0192,5701867,BTNB
Azora Capital LP,566184,2021-09-29,0.0189,5610883,BTNB
Omni Partners US LLC,510454,2021-09-29,0.0171,5058599,BTNB
"Shaw D.E. & Co., Inc.",464726,2021-09-29,0.0155,4605434,BTNB
"Arena Capital Advisors, LLC- CA",407211,2021-09-29,0.013600000000000001,4035461,BTNB
