0,1,ABV
Net Assets,,AAM
Beta (5Y Monthly),,AAM
Yield,,AAM
5y Average Return,,AAM
Holdings Turnover,,AAM
Last Dividend,,AAM
Average for Category,,AAM
Inception Date,,AAM
