Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,6643346,2021-09-29,0.1463,355086843,SPXC
"Vanguard Group, Inc. (The)",4758362,2021-09-29,0.1048,254334448,SPXC
Price (T.Rowe) Associates Inc,4325393,2021-09-29,0.09519999999999999,231192255,SPXC
"Ameriprise Financial, Inc.",1561558,2021-09-29,0.0344,83465275,SPXC
State Street Corporation,1505246,2021-09-29,0.0331,80455398,SPXC
"Segall Bryant & Hamill, Llc",1133953,2021-09-29,0.025,60609787,SPXC
"Channing Capital Management, LLC",1131273,2021-09-29,0.024900000000000002,60466541,SPXC
Dimensional Fund Advisors LP,1123259,2021-09-29,0.024700000000000003,60038193,SPXC
"FMR, LLC",1068820,2021-09-29,0.0235,57128429,SPXC
"Vaughan Nelson Investment Management, L.P.",813840,2021-09-29,0.0179,43499748,SPXC
