Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,17548038,2021-09-29,0.1809,345520868,PMT
"Vanguard Group, Inc. (The)",10776531,2021-09-29,0.11109999999999999,212189895,PMT
Goldman Sachs Group Inc,4717126,2021-09-29,0.048600000000000004,92880210,PMT
Price (T.Rowe) Associates Inc,4166250,2021-09-29,0.0429,82033462,PMT
State Street Corporation,3355680,2021-09-29,0.0346,66073339,PMT
"Geode Capital Management, LLC",1658992,2021-09-29,0.0171,32665552,PMT
Nomura Holdings Inc.,1356474,2021-09-29,0.013999999999999999,26708973,PMT
"Mirae Asset Global Investments Co., Ltd.",1277133,2021-09-29,0.0132,25146748,PMT
Norges Bank Investment Management,1252831,2020-12-30,0.0129,22037297,PMT
"K2 Principal Fund, L.P.",1200315,2021-09-29,0.0124,23634202,PMT
