Holder,Shares,Date Reported,% Out,Value,ABV
Macquarie Group Limited,2144412,2021-09-29,0.10289999999999999,150065951,MBUU
Blackrock Inc.,1553973,2021-09-29,0.0746,108747030,MBUU
"American Century Companies, Inc.",1187784,2021-09-29,0.057,83121124,MBUU
"Vanguard Group, Inc. (The)",1091117,2021-09-29,0.0524,76356367,MBUU
Massachusetts Financial Services Co.,969130,2021-09-29,0.04650000000000001,67819717,MBUU
Dimensional Fund Advisors LP,674720,2021-09-29,0.032400000000000005,47216905,MBUU
"Loomis Sayles & Company, LP",621450,2021-09-29,0.0298,43489071,MBUU
"Cooke & Bieler, Inc",609823,2021-09-29,0.029300000000000003,42675413,MBUU
Lazard Asset Management LLC,578226,2021-09-29,0.0277,40464255,MBUU
State Street Corporation,400180,2021-09-29,0.0192,28004596,MBUU
