Holder,Shares,Date Reported,% Out,Value,ABV
"Third Point, LLC",12400000,2021-09-29,0.15130000000000002,3923856000,UPST
"Vanguard Group, Inc. (The)",4430290,2021-09-29,0.0541,1401920967,UPST
"Vulcan Value Partners, LLC",4250461,2021-09-29,0.0519,1345015878,UPST
"VK Services, LLC",2478297,2021-09-29,0.0302,784232302,UPST
"Fred Alger Management, LLC",2139039,2021-09-29,0.026099999999999998,676877501,UPST
Blackrock Inc.,1773042,2021-09-29,0.0216,561061410,UPST
"Mirae Asset Global Investments Co., Ltd.",1207871,2021-09-29,0.0147,382218699,UPST
"Renaissance Technologies, LLC",922900,2021-09-29,0.0113,292042476,UPST
Whale Rock Capital Management LLC,829995,2021-09-29,0.0101,262643617,UPST
"Two Sigma Investments, LP",696271,2021-09-29,0.0085,220327995,UPST
