Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",657683,2021-09-29,0.006,881295,NXTP
"Raymond James Financial Services Advisors, Inc.",222430,2021-09-29,0.002,298056,NXTP
Millennium Management LLC,178366,2021-09-29,0.0016,239010,NXTP
Blackrock Inc.,157459,2021-09-29,0.0014000000000000002,210995,NXTP
"Geode Capital Management, LLC",149379,2021-09-29,0.0014000000000000002,200167,NXTP
Morgan Stanley,58275,2021-09-29,0.0005,78088,NXTP
"Ergoteles, LLC",49633,2021-09-29,0.0005,66508,NXTP
Northern Trust Corporation,45475,2021-09-29,0.0004,60936,NXTP
Goldman Sachs Group Inc,38819,2021-09-29,0.0004,52017,NXTP
State Street Corporation,32883,2021-09-29,0.0003,44063,NXTP
