Holder,Shares,Date Reported,% Out,Value,ABV
"Indaba Capital Management, L.P.",7446229,2021-09-29,0.0974,49070649,FLDM
Blackrock Inc.,6350729,2021-09-29,0.083,41851304,FLDM
Primecap Management Company,5263043,2021-09-29,0.0688,34683453,FLDM
Orbimed Advisors LLC.,4599571,2021-09-29,0.0601,30311172,FLDM
"Neuberger Berman Group, LLC",4280190,2021-09-29,0.055999999999999994,28206452,FLDM
"Vanguard Group, Inc. (The)",3586879,2021-09-29,0.046900000000000004,23637532,FLDM
"Needham Investment Management, L.L.C.",3290000,2021-09-29,0.043,21681100,FLDM
Millennium Management LLC,2852514,2021-09-29,0.0373,18798067,FLDM
"Boothbay Fund Management, LLC",2302278,2021-09-29,0.0301,15172012,FLDM
Nuveen Asset Management,1931835,2021-09-29,0.0253,12730792,FLDM
