Holder,Shares,Date Reported,% Out,Value,ABV
SPDR (R) Ser Tr-SPDR (R) S&P (R) Biotech ETF,1049850,2021-11-29,0.0449,27653049,TSVT
Fidelity Extended Market Index Fund,115721,2021-11-29,0.005,3048091,TSVT
Global X Fds-Global X Genomics & Biotechnology ETF,78256,2021-11-29,0.0033,2061263,TSVT
Fidelity Total Market Index Fund,34466,2021-11-29,0.0015,907834,TSVT
ETF Series Solutions-Loncar Cancer Immunotherapy ETF,27811,2021-11-29,0.0012,732541,TSVT
Listed Funds Tr-Cabot Growth ETF,27736,2021-11-29,0.0012,730566,TSVT
NuShares ETF Tr-Nuveen ESG Small-Cap ETF,25754,2021-11-29,0.0011,678360,TSVT
Fidelity Series Total Market Index Fund,21888,2021-11-29,0.0009,576529,TSVT
SEI Institutional Managed Tr-Tax Managed Managed Volatility Fund,18880,2021-11-29,0.0008,497299,TSVT
Invesco ETF Tr-Invesco FTSE RAFI US 1500 Small-Mid ETF,16145,2021-11-29,0.0007000000000000001,425259,TSVT
