Holder,Shares,Date Reported,% Out,Value,ABV
Wasatch Advisors Inc,1092120,2021-09-29,0.0412,4324795,IPW
Hood River Capital Management LLC,339648,2021-09-29,0.0128,1345006,IPW
"Mirae Asset Global Investments Co., Ltd.",157000,2021-09-29,0.0059,621720,IPW
MYDA Advisors LLC,112271,2021-09-29,0.0042,444593,IPW
"Vanguard Group, Inc. (The)",44213,2021-09-29,0.0017000000000000001,175083,IPW
"Geode Capital Management, LLC",33806,2021-09-29,0.0013,133871,IPW
"Vident Investment Advisory, LLC",30916,2021-09-29,0.0012,122427,IPW
Virtu Financial LLC,27616,2021-09-29,0.001,109359,IPW
"Aristides Capital, LLC",20000,2021-09-29,0.0008,79200,IPW
"FNY Investment Advisers, LLC",10905,2021-09-29,0.0004,43183,IPW
