Holder,Shares,Date Reported,% Out,Value,ABV
Magnetar Financial LLC,449305,2021-09-29,0.0187,4457105,HCARU
"Verition Fund Management, LLC",330329,2021-09-29,0.0138,3276863,HCARU
HGC Investment Management Inc.,300000,2021-09-29,0.0125,2976000,HCARU
"Bulldog Investors, LLC",100000,2021-09-29,0.0042,992000,HCARU
HRT Financial LLC,99864,2021-09-29,0.0042,990650,HCARU
"Cowen Investment Management, LLC",75000,2021-09-29,0.0031,744000,HCARU
"Goldman Sachs Group, Inc.",72000,2021-09-29,0.003,714240,HCARU
Millennium Management LLC,70000,2021-09-29,0.0029,694400,HCARU
"Mirae Asset Global Investments Co., Ltd.",55000,2021-09-29,0.0023,545600,HCARU
Glazer Capital LLC,35012,2021-09-29,0.0015,347319,HCARU
