Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",737447,2021-09-29,0.07150000000000001,7610453,YMTX
"Stonepine Capital Management, LLC",481692,2021-09-29,0.0467,4971061,YMTX
"Vanguard Group, Inc. (The)",294475,2021-09-29,0.0286,3038982,YMTX
"Ikarian Capital, LLC",228761,2021-09-29,0.0222,2360813,YMTX
"Franklin Resources, Inc.",217414,2021-09-29,0.021099999999999997,2243712,YMTX
Artal Group S.A.,217391,2021-09-29,0.021099999999999997,2243475,YMTX
"Altium Capital Management, LP",196000,2021-09-29,0.019,2022720,YMTX
Sphera Funds Management Ltd,75836,2021-09-29,0.0074,782627,YMTX
Blackrock Inc.,69905,2021-09-29,0.0068000000000000005,721419,YMTX
"Redmile Group, LLC",59487,2021-09-29,0.0058,613905,YMTX
