Holder,Shares,Date Reported,% Out,Value,ABV
"Satter Management Company, LP",16609449,2021-09-29,0.1834,16941637,ALRN
BVF Inc.,5265555,2021-09-29,0.0581,5370866,ALRN
"Vanguard Group, Inc. (The)",3444971,2021-09-29,0.038,3513870,ALRN
"Ikarian Capital, LLC",2763583,2021-09-29,0.0305,2818854,ALRN
"Geode Capital Management, LLC",822946,2021-09-29,0.0091,839404,ALRN
"Blair (William) & Company, L.L.C.",803160,2021-09-29,0.0089,819223,ALRN
"Renaissance Technologies, LLC",734721,2021-09-29,0.008100000000000001,749415,ALRN
Aju Ib Investment Company Limited,517558,2021-09-29,0.005699999999999999,527909,ALRN
"Boothbay Fund Management, LLC",312325,2021-09-29,0.0034000000000000002,318571,ALRN
Blackrock Inc.,194529,2021-09-29,0.0021,198419,ALRN
