Holder,Shares,Date Reported,% Out,Value,ABV
Coatue Management Llc,28449054,2021-09-29,0.12240000000000001,629293074,MQ
"Vitruvian Partners, LLP",21504735,2021-09-29,0.0925,475684738,MQ
"FMR, LLC",7180418,2021-09-29,0.030899999999999997,158830846,MQ
"Vanguard Group, Inc. (The)",5465340,2021-09-29,0.0235,120893320,MQ
Goldman Sachs Group Inc,4824874,2021-09-29,0.0208,106726212,MQ
Echo Street Capital Management LLC,4414853,2021-09-29,0.019,97656548,MQ
Blackrock Inc.,4286283,2021-09-29,0.0184,94812579,MQ
Soros Fund Management LLC,4000000,2021-09-29,0.0172,88480000,MQ
"HMI Capital Management, LP",3740717,2021-09-29,0.0161,82744660,MQ
Morgan Stanley,3301856,2021-09-29,0.014199999999999999,73037054,MQ
