Holder,Shares,Date Reported,% Out,Value,ABV
Minerva Advisors LLC,1217404,2021-09-29,0.0793,9714883,CTG
Royce & Associates LP,1162210,2021-09-29,0.0757,9274435,CTG
"Renaissance Technologies, LLC",1036852,2021-09-29,0.0676,8274078,CTG
Dimensional Fund Advisors LP,975849,2021-09-29,0.0636,7787275,CTG
"Vanguard Group, Inc. (The)",705431,2021-09-29,0.046,5629339,CTG
Granahan Investment Management Inc.,539873,2021-09-29,0.0352,4308186,CTG
"Crescent Grove Advisors, Llc",308133,2021-09-29,0.020099999999999996,2458901,CTG
Blackrock Inc.,281667,2021-09-29,0.0184,2247702,CTG
Acadian Asset Management. LLC,280935,2021-09-29,0.0183,2241861,CTG
"Foundry Partners, LLC",237710,2021-09-29,0.0155,1896925,CTG
