Holder,Shares,Date Reported,% Out,Value,ABV
Park West Asset Management LLC,1978250,2021-09-29,0.0993,60791622,RFL
"Newtyn Management, LLC",906053,2021-09-29,0.0455,27843008,RFL
"Vanguard Group, Inc. (The)",715489,2021-09-29,0.0359,21986976,RFL
Dimensional Fund Advisors LP,701482,2021-09-29,0.0352,21556541,RFL
"Old West Investment Management, LLC",632851,2021-09-29,0.0318,19447511,RFL
Blackrock Inc.,611993,2021-09-29,0.030699999999999998,18806544,RFL
"Cadian Capital Management, LLC",381930,2021-09-29,0.0192,11736708,RFL
Kahn Brothers Group Inc.,311735,2021-09-29,0.015700000000000002,9579616,RFL
Great Point Partners LLC,285714,2021-09-29,0.0143,8779991,RFL
"Renaissance Technologies, LLC",245831,2021-09-29,0.0123,7554386,RFL
