Holder,Shares,Date Reported,% Out,Value,ABV
Capital International Investors,26627552,2021-09-29,0.1045,2368520750,RCL
Capital Research Global Investors,25649175,2021-09-29,0.1007,2281494116,RCL
"Vanguard Group, Inc. (The)",22994883,2021-09-29,0.09029999999999999,2045394842,RCL
Blackrock Inc.,14008116,2021-09-29,0.055,1246021918,RCL
State Street Corporation,8408015,2021-09-29,0.033,747892934,RCL
JP Morgan Chase & Company,6530352,2021-09-29,0.0256,580874810,RCL
Primecap Management Company,5212111,2021-09-29,0.020499999999999997,463617273,RCL
Credit Agricole S.A.,5043500,2021-09-29,0.019799999999999998,448619325,RCL
Canada Pension Plan Investment Board,4652873,2021-09-29,0.0183,413873053,RCL
"Geode Capital Management, LLC",3930526,2021-09-29,0.0154,349620287,RCL
