Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",816155,2021-09-29,0.0814,14331681,FNWB
"Private Capital Management, Inc.",754244,2021-09-29,0.07519999999999999,13244524,FNWB
"Renaissance Technologies, LLC",440205,2021-09-29,0.043899999999999995,7729999,FNWB
Dimensional Fund Advisors LP,407400,2021-09-29,0.0406,7153944,FNWB
"Vanguard Group, Inc. (The)",378446,2021-09-29,0.0377,6645511,FNWB
"Pacific Ridge Capital Partners, LLC",306740,2021-09-29,0.030600000000000002,5386354,FNWB
"HoldCo Asset Management, LP",250703,2021-09-29,0.025,4402344,FNWB
Manufacturers Life Insurance Co.,216900,2021-09-29,0.0216,3808764,FNWB
"Brandywine Global Investment Management, LLC",169932,2021-09-29,0.0169,2984005,FNWB
"M3F, Inc.",143069,2021-09-29,0.0143,2512291,FNWB
