Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",1131696,2021-09-29,0.0453,11181156,DHBCU
Glazer Capital LLC,924730,2021-09-29,0.037000000000000005,9136332,DHBCU
"Silver Rock Financial, LP",803543,2021-09-29,0.0321,7939004,DHBCU
Millennium Management LLC,755308,2021-09-29,0.0302,7462443,DHBCU
Magnetar Financial LLC,712981,2021-09-29,0.0285,7044252,DHBCU
"Bracebridge Capital, LLC",669790,2021-09-29,0.0268,6617525,DHBCU
Citadel Advisors LLC,500000,2021-09-29,0.02,4940000,DHBCU
Shaolin Capital Management LLC,432802,2021-09-29,0.0173,4276083,DHBCU
"Jane Street Group, LLC",312708,2021-09-29,0.0125,3089555,DHBCU
HGC Investment Management Inc.,300000,2021-09-29,0.012,2964000,DHBCU
