Holder,Shares,Date Reported,% Out,Value,ABV
"Guggenheim Capital, LLC",732781,2021-09-29,0.022099999999999998,9174418,PMX
"Gill Capital Partners, LLC",575616,2021-09-29,0.0174,7206712,PMX
UBS Group AG,320440,2021-09-29,0.0097,4011908,PMX
"Advisor Group, Inc.",125321,2021-09-29,0.0038,1569018,PMX
Bank of America Corporation,124545,2021-09-29,0.0038,1559303,PMX
Van Eck Associates Corporation,91897,2021-09-29,0.0028000000000000004,1150550,PMX
Morgan Stanley,80378,2021-09-29,0.0024,1006332,PMX
Parametric Portfolio Associates,62609,2021-09-29,0.0019,783864,PMX
"MML Investors Services, LLC",59724,2021-09-29,0.0018,747744,PMX
"Summit Trail Advisors, LLC",57059,2021-09-29,0.0017000000000000001,714378,PMX
