Holder,Shares,Date Reported,% Out,Value,ABV
"VK Services, LLC",20956122,2021-12-30,0.212,222554015,RBOT
Aspex Management (HK) Ltd,2600000,2021-12-30,0.0263,27612000,RBOT
"Comprehensive Financial Management, LLC",2237403,2021-12-30,0.0226,23761219,RBOT
"Vanguard Group, Inc. (The)",1564728,2021-12-30,0.0158,16617411,RBOT
Hel Ved Capital Management Ltd,1304600,2021-12-30,0.0132,13854852,RBOT
"Vident Investment Advisory, LLC",1073316,2021-12-30,0.0109,11398615,RBOT
Blackrock Inc.,817277,2021-12-30,0.0083,8679481,RBOT
Legal & General Group PLC,809129,2021-12-30,0.008199999999999999,8592949,RBOT
"ANGLEPOINT ASSET MANAGEMENT, LTD.",594740,2021-12-30,0.006,6316138,RBOT
"Geode Capital Management, LLC",411478,2021-12-30,0.0042,4369896,RBOT
