Holder,Shares,Date Reported,% Out,Value,ABV
"ARK Investment Management, LLC",764876,2021-09-29,0.0281,2554685,MDWD
"Uniplan Investment Counsel, Inc.",472211,2021-09-29,0.0173,1577184,MDWD
"Renaissance Technologies, LLC",470322,2021-09-29,0.0173,1570875,MDWD
"BOKF, NA",363002,2021-09-29,0.013300000000000001,1212426,MDWD
"Sargent Investment Group, LLC",333750,2021-09-29,0.0123,1114725,MDWD
Migdal Insurance & Financial Holdings Ltd.,291836,2021-09-29,0.010700000000000001,974732,MDWD
Wells Fargo & Company,287439,2021-09-29,0.0106,960046,MDWD
Acadian Asset Management. LLC,154674,2021-09-29,0.005699999999999999,516611,MDWD
JP Morgan Chase & Company,90545,2021-09-29,0.0033,302420,MDWD
Morgan Stanley,85947,2021-09-29,0.0032,287062,MDWD
