Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,1268404,2021-09-29,0.2311,26319383,JLS
"Relative Value Partners Group, LLC",473429,2021-09-29,0.0863,9823651,JLS
Morgan Stanley,146278,2021-09-29,0.026699999999999998,3035268,JLS
Thrivent Financial For Lutherans,99572,2021-09-29,0.0181,2066119,JLS
"Herzfeld (Thomas J.) Advisors, Inc",94802,2021-09-29,0.0173,1967141,JLS
"Rivernorth Capital Management, Llc",85271,2021-09-29,0.0155,1769373,JLS
Family Management Corporation,61132,2021-09-29,0.0111,1268489,JLS
Bank of America Corporation,54388,2021-09-29,0.009899999999999999,1128551,JLS
Wells Fargo & Company,52002,2021-09-29,0.0095,1079041,JLS
"Raymond James Financial Services Advisors, Inc.",26655,2021-09-29,0.0049,553091,JLS
