Holder,Shares,Date Reported,% Out,Value,ABV
Shah Capital Management,3515505,2021-09-29,0.086,47775712,CYD
Brandes Investment Partners L.P.,1984888,2021-09-29,0.048600000000000004,26974627,CYD
Acadian Asset Management. LLC,578653,2021-09-29,0.014199999999999999,7863894,CYD
"Renaissance Technologies, LLC",504393,2021-09-29,0.0123,6854700,CYD
Blackrock Inc.,391657,2021-09-29,0.0096,5322618,CYD
"Arnhold, LLC",300000,2021-09-29,0.0073,4077000,CYD
State Street Corporation,168017,2021-09-29,0.0040999999999999995,2283351,CYD
Connor Clark & Lunn Investment Management Ltd,146780,2021-09-29,0.0036,1994740,CYD
"AllianceBernstein, L.P.",138362,2021-09-29,0.0034000000000000002,1880339,CYD
O'Shaughnessy Asset Management LLC,129839,2021-09-29,0.0032,1764512,CYD
