Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",13647593,2021-09-29,0.10890000000000001,799748949,ALK
Blackrock Inc.,7897664,2021-09-29,0.063,462803110,ALK
Victory Capital Management Inc.,5652030,2021-09-29,0.0451,331208958,ALK
Primecap Management Company,5041897,2021-09-29,0.04019999999999999,295455164,ALK
State Street Corporation,4095942,2021-09-29,0.0327,240022201,ALK
Boston Partners,3022650,2021-09-29,0.0241,177127290,ALK
"Geode Capital Management, LLC",2504869,2021-09-29,0.02,146785323,ALK
"U.S. Global Investors, Inc.",1884186,2021-09-29,0.015,110413299,ALK
Invesco Ltd.,1786817,2021-09-29,0.0143,104707476,ALK
JP Morgan Chase & Company,1632874,2021-09-29,0.013000000000000001,95686416,ALK
