Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",41533792,2021-09-29,0.1208,3395802833,ES
Blackrock Inc.,33244650,2021-09-29,0.0967,2718082584,ES
Magellan Asset Management Ltd,21930941,2021-09-29,0.0638,1793073736,ES
State Street Corporation,21762895,2021-09-29,0.0633,1779334295,ES
Bank Of New York Mellon Corporation,7645352,2021-09-29,0.0222,625083979,ES
Price (T.Rowe) Associates Inc,7594115,2021-09-29,0.022099999999999998,620894842,ES
Wells Fargo & Company,6846769,2021-09-29,0.0199,559791833,ES
Deutsche Bank Aktiengesellschaft,6791359,2021-09-29,0.019799999999999998,555261511,ES
"Geode Capital Management, LLC",6346849,2021-09-29,0.018500000000000003,518918374,ES
"Charles Schwab Investment Management, Inc.",6121553,2021-09-29,0.0178,500498173,ES
