Holder,Shares,Date Reported,% Out,Value,ABV
"Peak6 Investments, L.P.",3000000,2021-09-29,0.075,29400000,NSTD
Adage Capital Partners GP L.L.C.,1750000,2021-09-29,0.0438,17150000,NSTD
"Cadian Capital Management, LLC",1500000,2021-09-29,0.0375,14700000,NSTD
Nomura Holdings Inc.,1450000,2021-09-29,0.0363,14210000,NSTD
"Highbridge Capital Management, LLC.",1233315,2021-09-29,0.0308,12086487,NSTD
Altshuler Shaham Ltd,1230718,2021-09-29,0.0308,12061036,NSTD
Marshall Wace LLP,1229966,2021-09-29,0.030699999999999998,12053666,NSTD
Millennium Management LLC,1139268,2021-09-29,0.0285,11164826,NSTD
Periscope Capital Inc.,1097100,2021-09-29,0.0274,10751580,NSTD
"Saba Capital Management, L.P.",732492,2021-09-29,0.0183,7178421,NSTD
