Holder,Shares,Date Reported,% Out,Value,ABV
"Wellington Management Group, LLP",3564153,2021-09-29,0.1782,35641530,HLAHU
Manufacturers Life Insurance Co.,575000,2021-09-29,0.0288,5750000,HLAHU
"Third Point, LLC",500000,2021-09-29,0.025,5000000,HLAHU
Glazer Capital LLC,432697,2021-09-29,0.0216,4326970,HLAHU
Millennium Management LLC,430176,2021-09-29,0.0215,4301760,HLAHU
Shaolin Capital Management LLC,418504,2021-09-29,0.0209,4185040,HLAHU
CSS LLC,292387,2021-09-29,0.0146,2923870,HLAHU
Longfellow Investment Management Co. LLC,268219,2021-09-29,0.0134,2682190,HLAHU
JP Morgan Chase & Company,221550,2021-09-29,0.0111,2215500,HLAHU
Magnetar Financial LLC,172964,2021-09-29,0.0086,1729640,HLAHU
