Holder,Shares,Date Reported,% Out,Value,ABV
Royal Bank of Canada,165808,2021-09-29,0.026000000000000002,3833480,RMI
"Robinson Capital Management, LLC",162702,2021-09-29,0.0255,3761670,RMI
Karpus Management Inc,153863,2021-09-29,0.0241,3557312,RMI
UBS Group AG,140431,2021-09-29,0.022000000000000002,3246764,RMI
Morgan Stanley,138920,2021-09-29,0.0218,3211830,RMI
Wells Fargo & Company,112021,2021-09-29,0.0176,2589925,RMI
"Advisors Asset Management, Inc.",52255,2021-09-29,0.008199999999999999,1208135,RMI
Family Management Corporation,42742,2021-09-29,0.0067,988195,RMI
"Cypress Wealth Services, LLC",32500,2021-12-30,0.0051,724750,RMI
Bank of America Corporation,14774,2021-09-29,0.0023,341574,RMI
