Holder,Shares,Date Reported,% Out,Value,ABV
Bank of America Corporation,1353607,2021-09-29,0.0521,16568149,FCT
Morgan Stanley,1277269,2021-09-29,0.0492,15633772,FCT
"Gradient Investments, LLC",953403,2021-09-29,0.036699999999999997,11669652,FCT
"Edgemoor Investment Advisors, Inc.",804947,2021-09-29,0.031,9852551,FCT
LPL Financial LLC,598842,2021-09-29,0.0231,7329826,FCT
Invesco Ltd.,596243,2021-09-29,0.023,7298014,FCT
UBS Group AG,293724,2021-09-29,0.0113,3595181,FCT
Stifel Financial Corporation,254681,2021-09-29,0.0098,3117295,FCT
"TFG Advisers, LLC",168689,2021-09-29,0.006500000000000001,2064753,FCT
"Guggenheim Capital, LLC",157698,2021-09-29,0.0060999999999999995,1930223,FCT
