Holder,Shares,Date Reported,% Out,Value,ABV
Wasatch Advisors Inc,6027003,2021-09-29,0.1631,183883861,FLWS
Blackrock Inc.,2920618,2021-09-29,0.079,89108055,FLWS
"Silvercrest Asset Management Group, LLC",2014360,2021-09-29,0.0545,61458123,FLWS
"Aristotle Capital Boston, LLC",1491787,2021-09-29,0.0404,45514421,FLWS
"Vanguard Group, Inc. (The)",1453991,2021-09-29,0.0393,44361265,FLWS
Dimensional Fund Advisors LP,1346716,2021-09-29,0.0364,41088305,FLWS
Westwood Holdings Group Inc.,960785,2021-09-29,0.026000000000000002,29313550,FLWS
State Street Corporation,781137,2021-09-29,0.021099999999999997,23832489,FLWS
"Prospect Capital Advisors, LLC",746180,2021-09-29,0.0202,22765951,FLWS
Gamco Investors Inc,572400,2021-09-29,0.0155,17463924,FLWS
