Holder,Shares,Date Reported,% Out,Value,ABV
Fourthstone LLC,489744,2021-09-29,0.0987,11264112,FXNC
"Siena Capital Management, LLC",316343,2021-09-29,0.0637,7275889,FXNC
"Vanguard Group, Inc. (The)",238813,2021-09-29,0.0481,5492699,FXNC
"Banc Funds Company, L.L.C. (The)",223120,2021-09-29,0.045,5131760,FXNC
"Cutler Capital Management, LLC",178000,2021-09-29,0.0359,4094000,FXNC
"Graves-Light Private Wealth Management, Inc.",89287,2021-09-29,0.018000000000000002,2053601,FXNC
"Bridgeway Capital Management, Inc.",27500,2021-09-29,0.0055000000000000005,632500,FXNC
Stifel Financial Corporation,19480,2021-09-29,0.0039000000000000003,448040,FXNC
Millennium Management LLC,16388,2021-09-29,0.0033,376924,FXNC
"BHZ Capital Management, LP",15750,2021-09-29,0.0032,362250,FXNC
