Holder,Shares,Date Reported,% Out,Value,ABV
Macquarie Group Limited,1533333,2021-09-29,0.0613,14980663,SCAQ
"Goldman Sachs Group, Inc.",1058650,2021-09-29,0.042300000000000004,10343010,SCAQ
"Saba Capital Management, L.P.",1000147,2021-09-29,0.04,9771436,SCAQ
Linden Advisors LP,997100,2021-09-29,0.039900000000000005,9741667,SCAQ
Sculptor Capital Lp,900000,2021-09-29,0.036000000000000004,8793000,SCAQ
Marshall Wace LLP,819590,2021-09-29,0.032799999999999996,8007394,SCAQ
Hudson Bay Capital Management Lp,750000,2021-09-29,0.03,7327500,SCAQ
Hbk Investments L P,750000,2021-09-29,0.03,7327500,SCAQ
Periscope Capital Inc.,699600,2021-09-29,0.027999999999999997,6835092,SCAQ
"CVI Holdings, LLC",500000,2021-09-29,0.02,4885000,SCAQ
