Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",36323108,2021-09-29,0.1362,1055186287,COLD
Cohen & Steers Inc.,34045994,2021-09-29,0.1276,989036125,COLD
Apg Asset Management Us Inc.,19309800,2021-09-29,0.0724,560949690,COLD
Blackrock Inc.,17756682,2021-09-29,0.0666,515831612,COLD
"Wellington Management Group, LLP",10083607,2021-09-29,0.0378,292928783,COLD
PGGM Investments,8880856,2021-09-29,0.0333,257988866,COLD
State Street Corporation,8862720,2021-09-29,0.0332,257462016,COLD
Daiwa Securities Group Inc.,6670078,2021-09-29,0.025,193765765,COLD
Victory Capital Management Inc.,5261482,2021-09-29,0.0197,152846052,COLD
Invesco Ltd.,5125136,2021-09-29,0.0192,148885200,COLD
