Holder,Shares,Date Reported,% Out,Value,ABV
Blackrock Inc.,49971707,2021-09-29,0.1322,1022421125,EQT
"Vanguard Group, Inc. (The)",28665502,2021-09-29,0.0758,586496170,EQT
Price (T.Rowe) Associates Inc,24679560,2021-09-29,0.0653,504943797,EQT
Bank Of New York Mellon Corporation,18010818,2021-09-29,0.04769999999999999,368501336,EQT
"FMR, LLC",16483646,2021-09-29,0.0436,337255397,EQT
State Street Corporation,13223519,2021-09-29,0.035,270553198,EQT
Yale University,12857247,2021-09-29,0.034,263059273,EQT
Dimensional Fund Advisors LP,11068447,2021-09-29,0.029300000000000003,226460425,EQT
Blackstone Inc,9713042,2021-09-29,0.025699999999999997,198728839,EQT
Board of Trustees of The Leland Stanford Jr University,8294998,2021-09-29,0.0219,169715659,EQT
