Holder,Shares,Date Reported,% Out,Value,ABV
Glazer Capital LLC,1078109,2021-12-30,0.0693,10543906,ABGI
Adage Capital Partners GP L.L.C.,750000,2021-12-30,0.0482,7335000,ABGI
Magnetar Financial LLC,692191,2021-12-30,0.044500000000000005,6769627,ABGI
Citadel Advisors LLC,690326,2021-12-30,0.0443,6751388,ABGI
Beryl Capital Management LLC,652077,2021-12-30,0.04190000000000001,6377313,ABGI
Millennium Management LLC,642162,2021-12-30,0.041299999999999996,6280344,ABGI
"Shaw D.E. & Co., Inc.",635790,2021-12-30,0.0408,6218026,ABGI
Sculptor Capital Lp,549200,2021-12-30,0.0353,5371176,ABGI
Yu Fan,501300,2021-12-30,0.0322,4902714,ABGI
"Arena Capital Advisors, LLC- CA",459492,2021-12-30,0.029500000000000002,4493831,ABGI
