Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",15767243,2021-09-29,0.0933,529779364,VNT
Capital Research Global Investors,14526208,2021-09-29,0.0859,488080588,VNT
Blackrock Inc.,14242140,2021-09-29,0.0842,478535904,VNT
Putnam Investments LLC,6626629,2021-09-29,0.0392,222654734,VNT
"FMR, LLC",4662898,2021-09-29,0.0276,156673372,VNT
State Street Corporation,4574481,2021-09-29,0.0271,153702561,VNT
"Gates Capital Management, Inc.",4436867,2021-09-29,0.0262,149078731,VNT
Nuveen Asset Management,3440988,2021-09-29,0.0204,115617196,VNT
"Laurion Capital Management, LP",2998469,2021-09-29,0.0177,100748558,VNT
"Geode Capital Management, LLC",2849338,2021-09-29,0.0169,95737756,VNT
