Holder,Shares,Date Reported,% Out,Value,ABV
UBS Group AG,934898,2021-09-29,0.0199,13883235,MYD
Bank of America Corporation,698827,2021-09-29,0.0149,10377580,MYD
"Guggenheim Capital, LLC",512895,2021-09-29,0.0109,7616490,MYD
Congress Park Capital LLC,402566,2021-09-29,0.0086,5978105,MYD
Morgan Stanley,353697,2021-09-29,0.0075,5252400,MYD
Wells Fargo & Company,266381,2021-09-29,0.005699999999999999,3955757,MYD
Van Eck Associates Corporation,221218,2021-09-29,0.004699999999999999,3285087,MYD
"Cornerstone Advisory, LLC",208046,2021-09-29,0.0044,3089483,MYD
Invesco Ltd.,193511,2021-09-29,0.0040999999999999995,2873638,MYD
"Rivernorth Capital Management, Llc",182755,2021-09-29,0.0039000000000000003,2713911,MYD
