Holder,Shares,Date Reported,% Out,Value,ABV
Anatole Investment Management Limited,13914148,2021-09-29,0.026600000000000002,128427586,ZH
Krane Funds Advisors LLC,8904196,2021-09-29,0.017,82185729,ZH
"Light Street Capital Management, LLC",3794262,2021-09-29,0.0073,35021038,ZH
Franchise Capital Limited,3545229,2021-09-29,0.0068000000000000005,32722463,ZH
"Luxor Capital Group, LP",3379954,2021-09-29,0.006500000000000001,31196975,ZH
Sylebra Capital Ltd,3098375,2021-09-29,0.0059,28598001,ZH
Barings LLC,2940690,2021-09-29,0.005600000000000001,27142568,ZH
Blackrock Inc.,2891603,2021-09-29,0.0055000000000000005,26689495,ZH
"Vanguard Group, Inc. (The)",1602652,2021-09-29,0.0031,14792477,ZH
"E Fund Management Co., Ltd.",1314461,2021-09-29,0.0025,12132475,ZH
