Holder,Shares,Date Reported,% Out,Value,ABV
"AllianceBernstein, L.P.",1723148,2021-09-29,0.0629,21952905,BRG
Invesco Ltd.,1307394,2021-09-29,0.04769999999999999,16656199,BRG
"Vanguard Group, Inc. (The)",1129400,2021-09-29,0.0412,14388556,BRG
Blackrock Inc.,655939,2021-09-29,0.0239,8356662,BRG
Dimensional Fund Advisors LP,398106,2021-09-29,0.014499999999999999,5071870,BRG
"Kennedy Capital Management, Inc.",378747,2021-09-29,0.0138,4825236,BRG
"Waterfront Capital Partners, LLC",354835,2021-09-29,0.0129,4520597,BRG
Millennium Management LLC,299770,2021-09-29,0.0109,3819069,BRG
"Geode Capital Management, LLC",274492,2021-09-29,0.01,3497028,BRG
Cambridge Investment Research Advisors Inc.,266928,2021-09-29,0.0097,3400662,BRG
