Holder,Shares,Date Reported,% Out,Value,ABV
Arrow Financial Corp,1488156,2021-09-29,0.0929,51133040,AROW
Blackrock Inc.,1124433,2021-09-29,0.0702,38635517,AROW
"Vanguard Group, Inc. (The)",705419,2021-09-29,0.044000000000000004,24238196,AROW
Dimensional Fund Advisors LP,681395,2021-09-29,0.0425,23412732,AROW
"FMR, LLC",371840,2021-09-29,0.0232,12776422,AROW
"Renaissance Technologies, LLC",345615,2021-09-29,0.0216,11875331,AROW
State Street Corporation,339709,2021-09-29,0.0212,11672401,AROW
"Geode Capital Management, LLC",247453,2021-09-29,0.0154,8502485,AROW
Northern Trust Corporation,182109,2021-09-29,0.011399999999999999,6257265,AROW
Bank Of New York Mellon Corporation,112011,2021-09-29,0.006999999999999999,3848697,AROW
