Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",2447996,2021-09-29,0.0596,10403983,QUAD
Dimensional Fund Advisors LP,2063786,2021-09-29,0.050300000000000004,8771090,QUAD
Lsv Asset Management,1247952,2021-09-29,0.0304,5303796,QUAD
"Hotchkis & Wiley Capital Management, LLC",1176130,2021-09-29,0.0286,4998552,QUAD
"Renaissance Technologies, LLC",970600,2021-09-29,0.0236,4125050,QUAD
Blackrock Inc.,776007,2021-09-29,0.0189,3298029,QUAD
"Miller Value Partners, LLC",607050,2021-09-29,0.0148,2579962,QUAD
Barclays PLC,570432,2021-09-29,0.0139,2424336,QUAD
"Shaw D.E. & Co., Inc.",454649,2021-09-29,0.0111,1932258,QUAD
Fuller & Thaler Asset Management Inc.,416685,2021-09-29,0.0101,1770911,QUAD
