Holder,Shares,Date Reported,% Out,Value,ABV
Lazard Asset Management LLC,3582454,2021-09-29,0.0323,70932589,ADX
Parametric Portfolio Associates,2863748,2021-09-29,0.0258,56702210,ADX
"1607 Capital Partners, LLC",2100336,2021-09-29,0.0189,41586652,ADX
"Cornerstone Advisors, LLC",1415876,2021-09-29,0.0128,28034344,ADX
"Blue Bell Private Wealth Management, LLC",1120810,2021-09-29,0.0101,22192038,ADX
Morgan Stanley,1104282,2021-09-29,0.009899999999999999,21864783,ADX
Wells Fargo & Company,842767,2021-09-29,0.0076,16686786,ADX
Cohen & Steers Inc.,820223,2021-09-29,0.0074,16240415,ADX
"Raymond James & Associates, Inc.",742453,2021-09-29,0.0067,14700569,ADX
"Raymond James Financial Services Advisors, Inc.",585770,2021-09-29,0.0053,11598246,ADX
