Holder,Shares,Date Reported,% Out,Value,ABV
"Trimaran Fund Management, L.L.C.",16746544,2020-12-30,0.45799999999999996,303112446,LOCO
Blackrock Inc.,3184072,2021-09-29,0.08710000000000001,53810816,LOCO
"Vanguard Group, Inc. (The)",2209746,2021-09-29,0.0604,37344707,LOCO
Dimensional Fund Advisors LP,1721553,2021-09-29,0.0471,29094245,LOCO
"William Blair Investment Management, LLC",1665961,2021-09-29,0.045599999999999995,28154740,LOCO
"FMR, LLC",1071486,2021-09-29,0.029300000000000003,18108113,LOCO
"MIG Capital, LLC",809683,2021-09-29,0.022099999999999998,13683642,LOCO
State Street Corporation,612660,2021-09-29,0.0168,10353954,LOCO
Nuveen Asset Management,608694,2021-09-29,0.0166,10286928,LOCO
Northern Trust Corporation,411244,2021-09-29,0.011200000000000002,6950023,LOCO
