Holder,Shares,Date Reported,% Out,Value,ABV
Bard Associates Inc.,238000,2021-09-29,0.034,854420,VEEE
Kepos Capital Lp,200000,2021-09-29,0.0286,718000,VEEE
"Sabby Management, LLC",88777,2021-09-29,0.0127,318709,VEEE
"Zeke Capital Advisors, Llc",20000,2021-09-29,0.0029,71800,VEEE
Virtu Financial LLC,14034,2021-09-29,0.002,50382,VEEE
Blackrock Inc.,6490,2021-09-29,0.0009,23299,VEEE
Tower Research Capital LLC (TRC),3126,2021-09-29,0.0004,11222,VEEE
