Holder,Shares,Date Reported,% Out,Value,ABV
M&G Investment Management Ltd,1088597,2021-12-30,0.031200000000000002,12094312,VACC
"DC Funds, LP",642204,2021-09-29,0.0184,10108290,VACC
Liontrust Investment Partners LLP,600000,2021-12-30,0.0172,6666000,VACC
Tudor Investment Corporation,378260,2021-09-29,0.0108,5953812,VACC
Hudson Bay Capital Management Lp,189301,2021-09-29,0.0054,2979597,VACC
Millennium Management LLC,118276,2021-09-29,0.0034000000000000002,1861664,VACC
"Ipswich Investment Management Company, INc.",51375,2021-12-30,0.0015,570776,VACC
Vontobel Holding Limited,40000,2021-09-29,0.0011,629600,VACC
"Arena Capital Advisors, LLC- CA",30698,2021-09-29,0.0009,483186,VACC
Morgan Stanley,24074,2021-09-29,0.0007000000000000001,378924,VACC
