Holder,Shares,Date Reported,% Out,Value,ABV
Invesco Ltd.,8845621,2021-09-29,0.1061,330118575,SUN
"Goldman Sachs Group, Inc.",1979116,2021-09-29,0.023700000000000002,73860609,SUN
Morgan Stanley,913114,2021-09-29,0.011000000000000001,34077414,SUN
"ClearBridge Investments, LLC",682646,2021-09-29,0.008199999999999999,25476348,SUN
"Bowen Hanes & Company, Inc.",600000,2021-09-29,0.0072,22392000,SUN
Allianz Asset Management GmbH,353320,2021-09-29,0.0042,13185902,SUN
"Adams Asset Advisors, LLC",300090,2021-09-29,0.0036,11199358,SUN
"Bridgecreek Investment Management, LLC",268750,2021-09-29,0.0032,10029750,SUN
Bank of America Corporation,240235,2021-09-29,0.0029,8965570,SUN
"Raymond James Financial Services Advisors, Inc.",233945,2021-09-29,0.0028000000000000004,8730827,SUN
