Holder,Shares,Date Reported,% Out,Value,ABV
"Vanguard Group, Inc. (The)",8451280,2021-09-29,0.0868,4048163120,PANW
Blackrock Inc.,5770788,2021-09-29,0.0592,2764207452,PANW
Morgan Stanley,3028748,2021-09-29,0.0311,1450770292,PANW
"ClearBridge Investments, LLC",2680362,2021-09-29,0.0275,1283893398,PANW
"FMR, LLC",2124632,2021-09-29,0.0218,1017698728,PANW
State Street Corporation,2107517,2021-09-29,0.0216,1009500643,PANW
"Goldman Sachs Group, Inc.",1828404,2021-09-29,0.018799999999999997,875805516,PANW
"Ameriprise Financial, Inc.",1684915,2021-09-29,0.0173,807074285,PANW
Generation Investment Management LLP,1614566,2021-09-29,0.0166,773377114,PANW
Bank of America Corporation,1383163,2021-09-29,0.014199999999999999,662535077,PANW
