0,1,ABV
Net Assets,,SFB
NAV,,SFB
PE Ratio (TTM),,SFB
Yield,,SFB
YTD Daily Total Return,,SFB
Beta (5Y Monthly),,SFB
Expense Ratio (net),,SFB
Inception Date,,SFB
