Holder,Shares,Date Reported,% Out,Value,ABV
Capital World Investors,12975015,2021-09-29,0.0496,189564969,GRFS
FIL LTD,8832206,2021-09-29,0.0338,129038529,GRFS
Pictet Asset Management SA,8128585,2021-12-30,0.0311,91284009,GRFS
Black Creek Investment Management Inc.,5513298,2021-09-29,0.021099999999999997,80549283,GRFS
Janus Henderson Group PLC,4754682,2021-09-29,0.0182,69465904,GRFS
Capital Research Global Investors,4387338,2021-09-29,0.0168,64099008,GRFS
First Trust Advisors Lp,4141459,2021-12-30,0.0158,46508584,GRFS
Brandes Investment Partners L.P.,3985662,2021-12-30,0.0152,44758984,GRFS
JP Morgan Chase & Company,3611285,2021-09-29,0.0138,52760873,GRFS
Norges Bank Investment Management,3532361,2020-12-30,0.013500000000000002,65136736,GRFS
