Holder,Shares,Date Reported,% Out,Value,ABV
SIT Investment Associates Inc,3741016,2021-09-29,0.0184,36661956,JPS
UBS Group AG,3061727,2021-09-29,0.015,30004924,JPS
"Bramshill Investments, Llc",2859595,2021-09-29,0.013999999999999999,28024031,JPS
Morgan Stanley,2496546,2021-09-29,0.0123,24466150,JPS
Invesco Ltd.,2096369,2021-09-29,0.0103,20544416,JPS
Wells Fargo & Company,1674947,2021-09-29,0.008199999999999999,16414480,JPS
Bank of America Corporation,1409268,2021-09-29,0.0069,13810826,JPS
"Commonwealth Equity Services, LLC",1339720,2021-09-29,0.0066,13129256,JPS
LPL Financial LLC,1333292,2021-09-29,0.006500000000000001,13066261,JPS
Parametric Portfolio Associates,983701,2021-09-29,0.0048,9640269,JPS
