Holder,Shares,Date Reported,% Out,Value,ABV
Advent International Corporation,115830664,2021-09-29,0.5871999999999999,440156523,ATIP
Fortress Investment Group LLC,16025000,2021-09-29,0.0812,60895000,ATIP
"Grosvenor Holdings, L.L.C.",9807085,2021-09-29,0.049699999999999994,37266923,ATIP
"Knighthead Capital Management, Llc",7775585,2021-09-29,0.0394,29547223,ATIP
Bernzott Capital Advisors,3766195,2021-09-29,0.0191,14311541,ATIP
Phoenix Holdings Ltd.,3685596,2021-09-29,0.0187,14005264,ATIP
"Monarch Alternative Capital, LP",2850459,2021-09-29,0.014499999999999999,10831744,ATIP
"Lakewood Capital Management, LP",1637511,2021-09-29,0.0083,6222541,ATIP
"Vanguard Group, Inc. (The)",1571329,2021-09-29,0.008,5971050,ATIP
"FMR, LLC",1351543,2021-09-29,0.0069,5135863,ATIP
