Holder,Shares,Date Reported,% Out,Value,ABV
"Rivernorth Capital Management, Llc",147250,2021-09-29,0.028999999999999998,1934128,NBO
"Guggenheim Capital, LLC",145813,2021-09-29,0.0287,1915253,NBO
UBS Group AG,110210,2021-09-29,0.0217,1447608,NBO
Morgan Stanley,90859,2021-09-29,0.0179,1193432,NBO
"Saba Capital Management, L.P.",89130,2021-09-29,0.0176,1170722,NBO
"Hennion & Walsh Asset Management, Inc.",74438,2021-09-29,0.0147,977743,NBO
Matisse Capital,64148,2021-09-29,0.0126,842583,NBO
Bridgewater Advisors Inc.,41325,2021-09-29,0.008100000000000001,542803,NBO
Dakota Wealth Management,37370,2021-09-29,0.0074,490854,NBO
Wells Fargo & Company,32907,2021-09-29,0.006500000000000001,432233,NBO
