Holder,Shares,Date Reported,% Out,Value,ABV
"Gates Capital Management, Inc.",2953850,2021-09-29,0.09970000000000001,3928620,IO
"Vanguard Group, Inc. (The)",885730,2021-09-29,0.029900000000000003,1178020,IO
"Neuberger Berman Group, LLC",251212,2021-09-29,0.0085,334111,IO
Blackrock Inc.,204407,2021-09-29,0.0069,271861,IO
"Geode Capital Management, LLC",171951,2021-09-29,0.0058,228694,IO
"Susquehanna International Group, LLP",150040,2021-09-29,0.0051,199553,IO
"Arlington Capital Management, Inc.",132080,2021-09-29,0.0045000000000000005,175666,IO
Dupont Capital Management Corp,71034,2021-09-29,0.0024,94475,IO
Citadel Advisors LLC,68255,2021-09-29,0.0023,90779,IO
"Group One Trading, L.P.",63148,2021-09-29,0.0021,83986,IO
