Holder,Shares,Date Reported,% Out,Value,ABV
"Vista Equity Partners Management, LLC",113753615,2021-09-29,0.6976,2718711398,MSP
"Dragoneer Investment Group, LLC",3706333,2021-09-29,0.0227,88581358,MSP
"Vanguard Group, Inc. (The)",3218390,2021-09-29,0.0197,76919521,MSP
"Greenvale Capital, LLP",3188500,2021-09-29,0.0196,76205150,MSP
"Franklin Resources, Inc.",2169243,2021-09-29,0.013300000000000001,51844907,MSP
"Keenan Capital, LLC",2120576,2021-09-29,0.013000000000000001,50681766,MSP
"Tpg Group Holdings (sbs) Advisors, Inc.",1744513,2021-09-29,0.010700000000000001,41693860,MSP
Granahan Investment Management Inc.,1678010,2021-09-29,0.0103,40104439,MSP
"Tiger Global Management, LLC",1500000,2021-09-29,0.0092,35850000,MSP
Blackrock Inc.,900525,2021-09-29,0.0055000000000000005,21522547,MSP
