Holder,Shares,Date Reported,% Out,Value,ABV
"Goldman Sachs Group, Inc.",9758363,2021-09-29,0.067,29958174,GOTU
Bank of America Corporation,6632457,2021-09-29,0.0455,20361642,GOTU
"Vanguard Group, Inc. (The)",4975901,2021-09-29,0.0342,15276016,GOTU
Blackrock Inc.,4603547,2021-09-29,0.0316,14132889,GOTU
Franchise Capital Limited,3000864,2021-09-29,0.0206,9212652,GOTU
Morgan Stanley,2834952,2021-09-29,0.0195,8703302,GOTU
Krane Funds Advisors LLC,2738804,2021-09-29,0.018799999999999997,8408128,GOTU
State Street Corporation,2485711,2021-09-29,0.0171,7631132,GOTU
Credit Suisse AG,2202487,2021-09-29,0.0151,6761635,GOTU
Hsbc Holdings Plc,1934555,2021-09-29,0.013300000000000001,5939083,GOTU
