Holder,Shares,Date Reported,% Out,Value,ABV
"Aristeia Capital, LLC",2349999,2021-09-29,0.056799999999999996,22935990,FINM
"Saba Capital Management, L.P.",1909380,2021-09-29,0.0461,18635548,FINM
Sculptor Capital Lp,1830776,2021-09-29,0.044199999999999996,17868373,FINM
Citadel Advisors LLC,1620733,2021-09-29,0.0391,15818354,FINM
Periscope Capital Inc.,1552037,2021-09-29,0.0375,15147881,FINM
Marshall Wace LLP,1410423,2021-09-29,0.0341,13765728,FINM
HGC Investment Management Inc.,1287573,2021-09-29,0.0311,12566712,FINM
Fir Tree Capital Management LLP,1148406,2021-09-29,0.0277,11208442,FINM
Millennium Management LLC,1032814,2021-09-29,0.024900000000000002,10080264,FINM
"Westchester Capital Management, LLC",956004,2021-09-29,0.0231,9330599,FINM
