Holder,Shares,Date Reported,% Out,Value,ABV
JP Morgan Chase & Company,1907252,2021-09-29,0.08650000000000001,46174570,IIIV
Geneva Capital Management LLC,1845822,2021-09-29,0.08380000000000001,44687350,IIIV
Price (T.Rowe) Associates Inc,1757649,2021-09-29,0.07980000000000001,42552682,IIIV
Blackrock Inc.,1424356,2021-09-29,0.0646,34483658,IIIV
"Times Square Capital Management, LLC",1069720,2021-09-29,0.048499999999999995,25897921,IIIV
"Vanguard Group, Inc. (The)",932981,2021-09-29,0.042300000000000004,22587470,IIIV
"Wellington Management Group, LLP",830328,2021-09-29,0.0377,20102240,IIIV
Millennium Management LLC,717417,2021-09-29,0.0326,17368665,IIIV
State Street Corporation,511446,2021-09-29,0.0232,12382107,IIIV
Bank of Montreal/Can/,475968,2021-09-29,0.0216,11523185,IIIV
