Holder,Shares,Date Reported,% Out,Value,ABV
"FMR, LLC",6800638,2021-09-29,0.149,326498630,NSTG
Blackrock Inc.,4448719,2021-09-29,0.0974,213582999,NSTG
"Wellington Management Group, LLP",4273970,2021-09-29,0.09359999999999999,205193299,NSTG
"Vanguard Group, Inc. (The)",3411693,2021-09-29,0.0747,163795380,NSTG
"Fred Alger Management, LLC",3213599,2021-09-29,0.0704,154284887,NSTG
Morgan Stanley,2990438,2021-09-29,0.0655,143570928,NSTG
Marshall Wace LLP,1922002,2021-09-29,0.0421,92275316,NSTG
"ARK Investment Management, LLC",1565538,2021-09-29,0.034300000000000004,75161479,NSTG
"Pura Vida Investments, LLC",1324165,2021-09-29,0.028999999999999998,63573161,NSTG
Invesco Ltd.,1123999,2021-09-29,0.0246,53963191,NSTG
