Holder,Shares,Date Reported,% Out,Value,ABV
"CIBC Private Wealth Group, LLC",2128500,2021-06-29,0.0897,38419425,LFG
Kensico Capital Management Corp,2000000,2021-06-29,0.0843,36100000,LFG
"Third Point, LLC",1770000,2021-06-29,0.0746,31948500,LFG
"Merewether Investment Management, LP",1502830,2021-06-29,0.0633,27126081,LFG
"Ancient Art, L.P.",1403600,2021-06-29,0.0592,25334980,LFG
"Goldman Sachs Group, Inc.",1382412,2021-06-29,0.0583,24952536,LFG
"S & CO., INC.",1045248,2021-06-29,0.0441,18866726,LFG
"Gilder, Gagnon, Howe & Co.",1034536,2021-06-29,0.0436,18673374,LFG
"Brightline Capital Management, LLC",810000,2021-06-29,0.0341,14620500,LFG
Cinctive Capital Management LP,507624,2021-06-29,0.021400000000000002,9162613,LFG
