Holder,Shares,Date Reported,% Out,Value,ABV
Wasatch Advisors Inc,3041830,2021-09-29,0.027000000000000003,17003829,OWLT
"Vanguard Group, Inc. (The)",1607727,2021-09-29,0.014199999999999999,8987193,OWLT
Orbimed Advisors LLC.,1200000,2021-09-29,0.0106,6708000,OWLT
"EPIQ Capital Group, LLC",1050111,2021-09-29,0.009300000000000001,5870120,OWLT
Blackrock Inc.,981791,2021-09-29,0.0087,5488211,OWLT
Magnetar Financial LLC,864935,2021-09-29,0.0077,4834986,OWLT
"Balyasny Asset Management, LP",700000,2021-09-29,0.0062,3913000,OWLT
"Geode Capital Management, LLC",517958,2021-09-29,0.0046,2895385,OWLT
"Atreides Management, LP",500000,2021-09-29,0.0044,2795000,OWLT
"Amazon.com, Inc.",493490,2021-09-29,0.0044,2758609,OWLT
