Holder,Shares,Date Reported,% Out,Value,ABV
"Yakira Capital Management, Inc.",1426855,2021-09-29,0.0697,14339892,GACQU
"Shaw D.E. & Co., Inc.",1120000,2021-09-29,0.0547,11256000,GACQU
Millennium Management LLC,161383,2021-09-29,0.0079,1621899,GACQU
Bank of America Corporation,100000,2021-09-29,0.0049,1005000,GACQU
Magnetar Financial LLC,85000,2021-09-29,0.0040999999999999995,854250,GACQU
Wells Fargo & Company,83900,2021-09-29,0.0040999999999999995,843195,GACQU
"Cowen Investment Management, LLC",40000,2021-09-29,0.002,402000,GACQU
"SkyView Investment Advisors, LLC",30000,2021-09-29,0.0015,301500,GACQU
Landscape Capital Management LLC,18975,2021-09-29,0.0009,190698,GACQU
"Toroso Investments, LLC",10186,2021-09-29,0.0005,102369,GACQU
