0,1,ABV
Net Assets,,CNFRL
NAV,,CNFRL
PE Ratio (TTM),,CNFRL
Yield,,CNFRL
YTD Daily Total Return,,CNFRL
Beta (5Y Monthly),,CNFRL
Expense Ratio (net),,CNFRL
Inception Date,,CNFRL
